Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
2021,South Africa,ZAF,Ireland,IRL,163,475,0,-,0,-,0
2022,South Africa,ZAF,Ireland,IRL,194,532,0,-,0,0,0
1999,Russian Federation,RUS,Ireland,IRL,19,0,0,-,0,-,0
2000,Russian Federation,RUS,Ireland,IRL,17,0,0,-,0,-,0
2001,Russian Federation,RUS,Ireland,IRL,48,0,0,-,0,-,0
2002,Russian Federation,RUS,Ireland,IRL,135,0,0,-,0,-,0
2003,Russian Federation,RUS,Ireland,IRL,167,148,0,-,0,-,0
2004,Russian Federation,RUS,Ireland,IRL,224,79,0,-,0,-,0
2005,Russian Federation,RUS,Ireland,IRL,287,0,0,-,0,-,0
2006,Russian Federation,RUS,Ireland,IRL,292,56,0,-,0,-,0
2007,Russian Federation,RUS,Ireland,IRL,265,64,0,-,0,-,0
2008,Russian Federation,RUS,Ireland,IRL,276,45,0,-,0,-,0
2009,Russian Federation,RUS,Ireland,IRL,271,31,0,-,0,-,0
2010,Russian Federation,RUS,Ireland,IRL,267,53,0,-,0,-,0
2011,Russian Federation,RUS,Ireland,IRL,242,56,0,-,0,-,0
2012,Russian Federation,RUS,Ireland,IRL,148,53,0,-,0,-,0
2013,Russian Federation,RUS,Ireland,IRL,188,54,0,-,0,-,0
2014,Russian Federation,RUS,Ireland,IRL,167,15,0,-,0,-,0
2015,Russian Federation,RUS,Ireland,IRL,170,17,0,-,0,-,0
2016,Russian Federation,RUS,Ireland,IRL,154,21,0,-,0,-,0
2017,Russian Federation,RUS,Ireland,IRL,159,31,0,-,0,-,0
2018,Russian Federation,RUS,Ireland,IRL,70,35,0,-,0,-,0
2019,Russian Federation,RUS,Ireland,IRL,74,31,0,-,0,-,0
2020,Russian Federation,RUS,Ireland,IRL,82,24,0,-,0,-,0
2021,Russian Federation,RUS,Ireland,IRL,83,15,0,-,0,-,0
2022,Russian Federation,RUS,Ireland,IRL,77,58,0,-,0,0,0
1999,Rwanda,RWA,Ireland,IRL,7,0,0,-,0,-,0
2000,Rwanda,RWA,Ireland,IRL,11,0,0,-,0,-,0
2001,Rwanda,RWA,Ireland,IRL,21,0,0,-,0,-,0
2002,Rwanda,RWA,Ireland,IRL,35,0,0,-,0,-,0
2003,Rwanda,RWA,Ireland,IRL,33,33,0,-,0,-,0
2004,Rwanda,RWA,Ireland,IRL,36,37,0,-,0,-,0
2005,Rwanda,RWA,Ireland,IRL,76,0,0,-,0,-,0
2006,Rwanda,RWA,Ireland,IRL,82,13,0,-,0,-,0
2007,Rwanda,RWA,Ireland,IRL,88,20,0,-,0,-,0
2008,Rwanda,RWA,Ireland,IRL,88,14,0,-,0,-,0
2009,Rwanda,RWA,Ireland,IRL,82,7,0,-,0,-,0
2010,Rwanda,RWA,Ireland,IRL,81,21,0,-,0,-,0
2011,Rwanda,RWA,Ireland,IRL,72,27,0,-,0,-,0
2012,Rwanda,RWA,Ireland,IRL,54,18,0,-,0,-,0
2013,Rwanda,RWA,Ireland,IRL,70,27,0,-,0,-,0
2014,Rwanda,RWA,Ireland,IRL,59,18,0,-,0,-,0
2015,Rwanda,RWA,Ireland,IRL,62,17,0,-,0,-,0
2016,Rwanda,RWA,Ireland,IRL,65,10,0,-,0,-,0
2017,Rwanda,RWA,Ireland,IRL,66,0,0,-,0,-,0
2018,Rwanda,RWA,Ireland,IRL,37,5,0,-,0,-,0
2019,Rwanda,RWA,Ireland,IRL,36,0,0,-,0,-,0
2020,Rwanda,RWA,Ireland,IRL,39,0,0,-,0,-,0
2021,Rwanda,RWA,Ireland,IRL,35,0,0,-,0,-,0
2022,Rwanda,RWA,Ireland,IRL,28,5,0,-,0,0,0
2018,El Salvador,SLV,Ireland,IRL,0,5,0,-,0,-,0
2019,El Salvador,SLV,Ireland,IRL,5,18,0,-,0,-,0
2020,El Salvador,SLV,Ireland,IRL,13,28,0,-,0,-,0
2021,El Salvador,SLV,Ireland,IRL,34,42,0,-,0,-,0
2022,El Salvador,SLV,Ireland,IRL,121,129,0,-,0,0,0
2014,Saudi Arabia,SAU,Ireland,IRL,7,0,0,-,0,-,0
2015,Saudi Arabia,SAU,Ireland,IRL,7,0,0,-,0,-,0
2016,Saudi Arabia,SAU,Ireland,IRL,9,0,0,-,0,-,0
2017,Saudi Arabia,SAU,Ireland,IRL,10,6,0,-,0,-,0
2018,Saudi Arabia,SAU,Ireland,IRL,9,7,0,-,0,-,0
2019,Saudi Arabia,SAU,Ireland,IRL,13,8,0,-,0,-,0
2020,Saudi Arabia,SAU,Ireland,IRL,16,7,0,-,0,-,0
2021,Saudi Arabia,SAU,Ireland,IRL,20,0,0,-,0,-,0
2022,Saudi Arabia,SAU,Ireland,IRL,22,11,0,-,0,0,0
1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,1069,0,0,-,0,-,0
2000,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,111,0,0,-,0,-,0
2001,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,200,0,0,-,0,-,0
2002,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,273,0,0,-,0,-,0
2003,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,295,139,0,-,0,-,0
2004,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,336,71,0,-,0,-,0
2005,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,368,0,0,-,0,-,0
2006,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,376,42,0,-,0,-,0
2007,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,352,50,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,355,45,0,-,0,-,0
2009,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,324,23,0,-,0,-,0
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,313,45,0,-,0,-,0
2011,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,225,60,0,-,0,-,0
2012,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,143,61,0,-,0,-,0
2013,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,214,50,0,-,0,-,0
2014,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,191,19,0,-,0,-,0
2015,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,200,34,0,-,0,-,0
2016,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,201,20,0,-,0,-,0
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,200,24,0,-,0,-,0
2018,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,58,27,0,-,0,-,0
2019,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,60,32,0,-,0,-,0
2020,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,61,38,0,-,0,-,0
2021,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,55,31,0,-,0,-,0
2022,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,43,23,0,-,0,0,0
2015,Senegal,SEN,Ireland,IRL,0,5,0,-,0,-,0
2016,Senegal,SEN,Ireland,IRL,0,5,0,-,0,-,0
2017,Senegal,SEN,Ireland,IRL,0,7,0,-,0,-,0
2019,Senegal,SEN,Ireland,IRL,0,5,0,-,0,-,0
2020,Senegal,SEN,Ireland,IRL,0,5,0,-,0,-,0
2021,Senegal,SEN,Ireland,IRL,5,5,0,-,0,-,0
2022,Senegal,SEN,Ireland,IRL,6,5,0,-,0,0,0
1999,Sierra Leone,SLE,Ireland,IRL,5,0,0,-,0,-,0
2000,Sierra Leone,SLE,Ireland,IRL,5,0,0,-,0,-,0
2001,Sierra Leone,SLE,Ireland,IRL,33,0,0,-,0,-,0
2002,Sierra Leone,SLE,Ireland,IRL,65,0,0,-,0,-,0
2003,Sierra Leone,SLE,Ireland,IRL,63,51,0,-,0,-,0
2004,Sierra Leone,SLE,Ireland,IRL,67,28,0,-,0,-,0
2005,Sierra Leone,SLE,Ireland,IRL,74,0,0,-,0,-,0
2006,Sierra Leone,SLE,Ireland,IRL,77,20,0,-,0,-,0
2007,Sierra Leone,SLE,Ireland,IRL,90,37,0,-,0,-,0
2008,Sierra Leone,SLE,Ireland,IRL,91,36,0,-,0,-,0
2009,Sierra Leone,SLE,Ireland,IRL,89,34,0,-,0,-,0
2010,Sierra Leone,SLE,Ireland,IRL,86,48,0,-,0,-,0
2011,Sierra Leone,SLE,Ireland,IRL,58,32,0,-,0,-,0
2012,Sierra Leone,SLE,Ireland,IRL,30,35,0,-,0,-,0
2013,Sierra Leone,SLE,Ireland,IRL,56,35,0,-,0,-,0
2014,Sierra Leone,SLE,Ireland,IRL,52,19,0,-,0,-,0
2015,Sierra Leone,SLE,Ireland,IRL,54,15,0,-,0,-,0
2016,Sierra Leone,SLE,Ireland,IRL,53,23,0,-,0,-,0
2017,Sierra Leone,SLE,Ireland,IRL,53,34,0,-,0,-,0
2018,Sierra Leone,SLE,Ireland,IRL,22,41,0,-,0,-,0
2019,Sierra Leone,SLE,Ireland,IRL,34,52,0,-,0,-,0
2020,Sierra Leone,SLE,Ireland,IRL,51,52,0,-,0,-,0
2021,Sierra Leone,SLE,Ireland,IRL,63,32,0,-,0,-,0
2022,Sierra Leone,SLE,Ireland,IRL,73,85,0,-,0,0,0
1999,Somalia,SOM,Ireland,IRL,141,0,0,-,0,-,0
2000,Somalia,SOM,Ireland,IRL,85,0,0,-,0,-,0
2001,Somalia,SOM,Ireland,IRL,144,0,0,-,0,-,0
2002,Somalia,SOM,Ireland,IRL,116,0,0,-,0,-,0
2003,Somalia,SOM,Ireland,IRL,75,188,0,-,0,-,0
2004,Somalia,SOM,Ireland,IRL,176,230,0,-,0,-,0
2005,Somalia,SOM,Ireland,IRL,309,0,0,-,0,-,0
2006,Somalia,SOM,Ireland,IRL,408,161,0,-,0,-,0
2007,Somalia,SOM,Ireland,IRL,672,161,0,-,0,-,0
2008,Somalia,SOM,Ireland,IRL,653,181,0,-,0,-,0
2009,Somalia,SOM,Ireland,IRL,590,155,0,-,0,-,0
2010,Somalia,SOM,Ireland,IRL,589,206,0,-,0,-,0
2011,Somalia,SOM,Ireland,IRL,542,190,0,-,0,-,0
2012,Somalia,SOM,Ireland,IRL,505,172,0,-,0,-,0
2013,Somalia,SOM,Ireland,IRL,559,97,0,-,0,-,0
2014,Somalia,SOM,Ireland,IRL,503,59,0,-,0,-,0
2015,Somalia,SOM,Ireland,IRL,501,29,0,-,0,-,0
2016,Somalia,SOM,Ireland,IRL,480,32,0,-,0,-,0
2017,Somalia,SOM,Ireland,IRL,480,41,0,-,0,-,0
2018,Somalia,SOM,Ireland,IRL,205,68,0,-,0,-,0
2019,Somalia,SOM,Ireland,IRL,231,136,0,-,0,-,0
2020,Somalia,SOM,Ireland,IRL,275,250,0,-,0,-,0
2021,Somalia,SOM,Ireland,IRL,493,338,0,-,0,-,0
2022,Somalia,SOM,Ireland,IRL,674,1637,0,-,0,0,0
1999,Viet Nam,VNM,Ireland,IRL,5,0,0,-,0,-,0
2007,Viet Nam,VNM,Ireland,IRL,7,5,0,-,0,-,0
2008,Viet Nam,VNM,Ireland,IRL,8,0,0,-,0,-,0
2009,Viet Nam,VNM,Ireland,IRL,5,0,0,-,0,-,0
2010,Viet Nam,VNM,Ireland,IRL,5,7,0,-,0,-,0
2011,Viet Nam,VNM,Ireland,IRL,0,6,0,-,0,-,0
2012,Viet Nam,VNM,Ireland,IRL,0,6,0,-,0,-,0
2013,Viet Nam,VNM,Ireland,IRL,5,9,0,-,0,-,0
2014,Viet Nam,VNM,Ireland,IRL,5,8,0,-,0,-,0
2015,Viet Nam,VNM,Ireland,IRL,7,5,0,-,0,-,0
2016,Viet Nam,VNM,Ireland,IRL,7,10,0,-,0,-,0
2017,Viet Nam,VNM,Ireland,IRL,7,5,0,-,0,-,0
2018,Viet Nam,VNM,Ireland,IRL,0,21,0,-,0,-,0
2019,Viet Nam,VNM,Ireland,IRL,5,36,0,-,0,-,0
2020,Viet Nam,VNM,Ireland,IRL,6,39,0,-,0,-,0
2021,Viet Nam,VNM,Ireland,IRL,10,33,0,-,0,-,0
2022,Viet Nam,VNM,Ireland,IRL,15,27,0,-,0,0,0
1999,Sudan,SDN,Ireland,IRL,13,0,0,-,0,-,0
2000,Sudan,SDN,Ireland,IRL,15,0,0,-,0,-,0
2001,Sudan,SDN,Ireland,IRL,25,0,0,-,0,-,0
2002,Sudan,SDN,Ireland,IRL,31,0,0,-,0,-,0
2003,Sudan,SDN,Ireland,IRL,54,72,0,-,0,-,0
2004,Sudan,SDN,Ireland,IRL,101,148,0,-,0,-,0
2005,Sudan,SDN,Ireland,IRL,182,0,0,-,0,-,0
2006,Sudan,SDN,Ireland,IRL,298,208,0,-,0,-,0
2007,Sudan,SDN,Ireland,IRL,390,188,0,-,0,-,0
2008,Sudan,SDN,Ireland,IRL,435,167,0,-,0,-,0
2009,Sudan,SDN,Ireland,IRL,445,103,0,-,0,-,0
2010,Sudan,SDN,Ireland,IRL,445,195,0,-,0,-,0
2011,Sudan,SDN,Ireland,IRL,439,183,0,-,0,-,0
2012,Sudan,SDN,Ireland,IRL,432,179,0,-,0,-,0
2013,Sudan,SDN,Ireland,IRL,186,157,0,-,0,-,0
2014,Sudan,SDN,Ireland,IRL,201,75,0,-,0,-,0
2015,Sudan,SDN,Ireland,IRL,201,47,0,-,0,-,0
2016,Sudan,SDN,Ireland,IRL,183,22,0,-,0,-,0
2017,Sudan,SDN,Ireland,IRL,188,32,0,-,0,-,0
2018,Sudan,SDN,Ireland,IRL,159,62,0,-,0,-,0
2019,Sudan,SDN,Ireland,IRL,202,34,0,-,0,-,0
2020,Sudan,SDN,Ireland,IRL,212,31,0,-,0,-,0
2021,Sudan,SDN,Ireland,IRL,229,14,0,-,0,-,0
2022,Sudan,SDN,Ireland,IRL,220,80,0,-,0,0,0
2021,South Sudan,SSD,Ireland,IRL,5,0,0,-,0,-,0
2022,South Sudan,SSD,Ireland,IRL,6,0,0,-,0,0,0
2002,Slovakia,SVK,Ireland,IRL,18,0,0,-,0,-,0
2003,Slovakia,SVK,Ireland,IRL,24,18,0,-,0,-,0
2004,Slovakia,SVK,Ireland,IRL,24,5,0,-,0,-,0
2005,Slovakia,SVK,Ireland,IRL,27,0,0,-,0,-,0
2006,Slovakia,SVK,Ireland,IRL,27,0,0,-,0,-,0
2007,Slovakia,SVK,Ireland,IRL,28,0,0,-,0,-,0
2008,Slovakia,SVK,Ireland,IRL,28,0,0,-,0,-,0
2009,Slovakia,SVK,Ireland,IRL,28,0,0,-,0,-,0
2010,Slovakia,SVK,Ireland,IRL,28,0,0,-,0,-,0
2011,Slovakia,SVK,Ireland,IRL,28,0,0,-,0,-,0
2012,Slovakia,SVK,Ireland,IRL,10,0,0,-,0,-,0
2013,Slovakia,SVK,Ireland,IRL,27,0,0,-,0,-,0
2014,Slovakia,SVK,Ireland,IRL,23,0,0,-,0,-,0
2015,Slovakia,SVK,Ireland,IRL,23,0,0,-,0,-,0
2010,Eswatini,SWZ,Ireland,IRL,0,5,0,-,0,-,0
2011,Eswatini,SWZ,Ireland,IRL,0,6,0,-,0,-,0
2012,Eswatini,SWZ,Ireland,IRL,0,6,0,-,0,-,0
2013,Eswatini,SWZ,Ireland,IRL,8,5,0,-,0,-,0
2014,Eswatini,SWZ,Ireland,IRL,11,9,0,-,0,-,0
2015,Eswatini,SWZ,Ireland,IRL,11,9,0,-,0,-,0
2016,Eswatini,SWZ,Ireland,IRL,15,0,0,-,0,-,0
2017,Eswatini,SWZ,Ireland,IRL,15,13,0,-,0,-,0
2018,Eswatini,SWZ,Ireland,IRL,13,17,0,-,0,-,0
2019,Eswatini,SWZ,Ireland,IRL,15,26,0,-,0,-,0
2020,Eswatini,SWZ,Ireland,IRL,19,17,0,-,0,-,0
2021,Eswatini,SWZ,Ireland,IRL,18,21,0,-,0,-,0
2022,Eswatini,SWZ,Ireland,IRL,22,64,0,-,0,0,0
2002,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2003,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2004,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2005,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2006,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2007,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2008,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2009,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2010,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2011,Switzerland,CHE,Ireland,IRL,5,0,0,-,0,-,0
2001,Syrian Arab Rep.,SYR,Ireland,IRL,9,0,0,-,0,-,0
2002,Syrian Arab Rep.,SYR,Ireland,IRL,13,0,0,-,0,-,0
2003,Syrian Arab Rep.,SYR,Ireland,IRL,15,18,0,-,0,-,0
2004,Syrian Arab Rep.,SYR,Ireland,IRL,21,16,0,-,0,-,0
2005,Syrian Arab Rep.,SYR,Ireland,IRL,27,0,0,-,0,-,0
2006,Syrian Arab Rep.,SYR,Ireland,IRL,29,10,0,-,0,-,0
2007,Syrian Arab Rep.,SYR,Ireland,IRL,34,13,0,-,0,-,0
2008,Syrian Arab Rep.,SYR,Ireland,IRL,36,17,0,-,0,-,0
2009,Syrian Arab Rep.,SYR,Ireland,IRL,34,5,0,-,0,-,0
2010,Syrian Arab Rep.,SYR,Ireland,IRL,34,10,0,-,0,-,0
2011,Syrian Arab Rep.,SYR,Ireland,IRL,27,17,0,-,0,-,0
2012,Syrian Arab Rep.,SYR,Ireland,IRL,38,11,0,-,0,-,0
2013,Syrian Arab Rep.,SYR,Ireland,IRL,71,13,0,-,0,-,0
2014,Syrian Arab Rep.,SYR,Ireland,IRL,176,12,0,-,0,-,0
2015,Syrian Arab Rep.,SYR,Ireland,IRL,109,50,0,-,0,-,0
2016,Syrian Arab Rep.,SYR,Ireland,IRL,243,135,0,-,0,-,0
2017,Syrian Arab Rep.,SYR,Ireland,IRL,718,138,0,-,0,-,0
2018,Syrian Arab Rep.,SYR,Ireland,IRL,2126,66,0,-,0,-,0
2019,Syrian Arab Rep.,SYR,Ireland,IRL,2882,54,0,-,0,-,0
2020,Syrian Arab Rep.,SYR,Ireland,IRL,3126,67,0,-,0,-,0
2021,Syrian Arab Rep.,SYR,Ireland,IRL,2832,53,0,-,0,-,0
2022,Syrian Arab Rep.,SYR,Ireland,IRL,2520,87,0,-,0,0,0
2001,United Rep. of Tanzania,TZA,Ireland,IRL,7,0,0,-,0,-,0
2002,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2003,United Rep. of Tanzania,TZA,Ireland,IRL,5,0,0,-,0,-,0
2004,United Rep. of Tanzania,TZA,Ireland,IRL,5,0,0,-,0,-,0
2005,United Rep. of Tanzania,TZA,Ireland,IRL,5,0,0,-,0,-,0
2006,United Rep. of Tanzania,TZA,Ireland,IRL,5,0,0,-,0,-,0
2007,United Rep. of Tanzania,TZA,Ireland,IRL,9,5,0,-,0,-,0
2008,United Rep. of Tanzania,TZA,Ireland,IRL,9,5,0,-,0,-,0
2009,United Rep. of Tanzania,TZA,Ireland,IRL,9,5,0,-,0,-,0
2010,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2011,United Rep. of Tanzania,TZA,Ireland,IRL,0,5,0,-,0,-,0
2012,United Rep. of Tanzania,TZA,Ireland,IRL,0,5,0,-,0,-,0
2013,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2014,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2015,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2016,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2017,United Rep. of Tanzania,TZA,Ireland,IRL,9,0,0,-,0,-,0
2018,United Rep. of Tanzania,TZA,Ireland,IRL,0,7,0,-,0,-,0
2019,United Rep. of Tanzania,TZA,Ireland,IRL,0,9,0,-,0,-,0
2020,United Rep. of Tanzania,TZA,Ireland,IRL,0,10,0,-,0,-,0
2021,United Rep. of Tanzania,TZA,Ireland,IRL,5,11,0,-,0,-,0
2022,United Rep. of Tanzania,TZA,Ireland,IRL,5,6,0,-,0,0,0
2020,Turks and Caicos Islands,TCA,Ireland,IRL,0,5,0,-,0,-,0
2021,Turks and Caicos Islands,TCA,Ireland,IRL,0,5,0,-,0,-,0
2022,Turks and Caicos Islands,TCA,Ireland,IRL,5,0,0,-,0,0,0
2001,Tajikistan,TJK,Ireland,IRL,9,0,0,-,0,-,0
2002,Tajikistan,TJK,Ireland,IRL,8,0,0,-,0,-,0
2003,Tajikistan,TJK,Ireland,IRL,5,0,0,-,0,-,0
2004,Tajikistan,TJK,Ireland,IRL,5,0,0,-,0,-,0
2005,Tajikistan,TJK,Ireland,IRL,5,0,0,-,0,-,0
2006,Tajikistan,TJK,Ireland,IRL,5,0,0,-,0,-,0
2007,Tajikistan,TJK,Ireland,IRL,9,0,0,-,0,-,0
2008,Tajikistan,TJK,Ireland,IRL,9,0,0,-,0,-,0
2009,Tajikistan,TJK,Ireland,IRL,9,0,0,-,0,-,0
2010,Tajikistan,TJK,Ireland,IRL,7,0,0,-,0,-,0
2013,Tajikistan,TJK,Ireland,IRL,12,0,0,-,0,-,0
2014,Tajikistan,TJK,Ireland,IRL,12,0,0,-,0,-,0
2015,Tajikistan,TJK,Ireland,IRL,12,0,0,-,0,-,0
2016,Tajikistan,TJK,Ireland,IRL,12,0,0,-,0,-,0
2017,Tajikistan,TJK,Ireland,IRL,12,0,0,-,0,-,0
2003,Turkmenistan,TKM,Ireland,IRL,0,5,0,-,0,-,0
2000,Togo,TGO,Ireland,IRL,5,0,0,-,0,-,0
2001,Togo,TGO,Ireland,IRL,17,0,0,-,0,-,0
2002,Togo,TGO,Ireland,IRL,38,0,0,-,0,-,0
2003,Togo,TGO,Ireland,IRL,46,64,0,-,0,-,0
2004,Togo,TGO,Ireland,IRL,60,41,0,-,0,-,0
2005,Togo,TGO,Ireland,IRL,72,0,0,-,0,-,0
2006,Togo,TGO,Ireland,IRL,78,39,0,-,0,-,0
2007,Togo,TGO,Ireland,IRL,87,36,0,-,0,-,0
2008,Togo,TGO,Ireland,IRL,95,38,0,-,0,-,0
2009,Togo,TGO,Ireland,IRL,96,12,0,-,0,-,0
2010,Togo,TGO,Ireland,IRL,94,43,0,-,0,-,0
2011,Togo,TGO,Ireland,IRL,80,41,0,-,0,-,0
2012,Togo,TGO,Ireland,IRL,58,49,0,-,0,-,0
2013,Togo,TGO,Ireland,IRL,36,31,0,-,0,-,0
2014,Togo,TGO,Ireland,IRL,34,13,0,-,0,-,0
2015,Togo,TGO,Ireland,IRL,36,16,0,-,0,-,0
2016,Togo,TGO,Ireland,IRL,37,10,0,-,0,-,0
2017,Togo,TGO,Ireland,IRL,37,5,0,-,0,-,0
2018,Togo,TGO,Ireland,IRL,17,6,0,-,0,-,0
2019,Togo,TGO,Ireland,IRL,19,9,0,-,0,-,0
2020,Togo,TGO,Ireland,IRL,21,20,0,-,0,-,0
2021,Togo,TGO,Ireland,IRL,19,31,0,-,0,-,0
2022,Togo,TGO,Ireland,IRL,23,40,0,-,0,0,0
2019,Trinidad and Tobago,TTO,Ireland,IRL,0,5,0,-,0,-,0
2020,Trinidad and Tobago,TTO,Ireland,IRL,0,5,0,-,0,-,0
2022,Trinidad and Tobago,TTO,Ireland,IRL,0,5,0,-,0,0,0
2001,Tunisia,TUN,Ireland,IRL,6,0,0,-,0,-,0
2002,Tunisia,TUN,Ireland,IRL,5,0,0,-,0,-,0
2003,Tunisia,TUN,Ireland,IRL,5,0,0,-,0,-,0
2004,Tunisia,TUN,Ireland,IRL,5,0,0,-,0,-,0
2005,Tunisia,TUN,Ireland,IRL,6,0,0,-,0,-,0
2006,Tunisia,TUN,Ireland,IRL,6,0,0,-,0,-,0
2013,Tunisia,TUN,Ireland,IRL,5,0,0,-,0,-,0
2014,Tunisia,TUN,Ireland,IRL,5,0,0,-,0,-,0
2015,Tunisia,TUN,Ireland,IRL,5,5,0,-,0,-,0
2016,Tunisia,TUN,Ireland,IRL,0,5,0,-,0,-,0
2017,Tunisia,TUN,Ireland,IRL,0,14,0,-,0,-,0
2018,Tunisia,TUN,Ireland,IRL,0,14,0,-,0,-,0
2019,Tunisia,TUN,Ireland,IRL,5,10,0,-,0,-,0
2020,Tunisia,TUN,Ireland,IRL,7,6,0,-,0,-,0
2021,Tunisia,TUN,Ireland,IRL,6,5,0,-,0,-,0
2022,Tunisia,TUN,Ireland,IRL,5,54,0,-,0,0,0
2000,Türkiye,TUR,Ireland,IRL,5,0,0,-,0,-,0
2001,Türkiye,TUR,Ireland,IRL,6,0,0,-,0,-,0
2002,Türkiye,TUR,Ireland,IRL,10,0,0,-,0,-,0
2003,Türkiye,TUR,Ireland,IRL,12,18,0,-,0,-,0
2004,Türkiye,TUR,Ireland,IRL,16,15,0,-,0,-,0
2005,Türkiye,TUR,Ireland,IRL,19,0,0,-,0,-,0
2006,Türkiye,TUR,Ireland,IRL,20,7,0,-,0,-,0
2007,Türkiye,TUR,Ireland,IRL,23,5,0,-,0,-,0
2008,Türkiye,TUR,Ireland,IRL,24,8,0,-,0,-,0
2009,Türkiye,TUR,Ireland,IRL,23,5,0,-,0,-,0
2010,Türkiye,TUR,Ireland,IRL,20,6,0,-,0,-,0
2011,Türkiye,TUR,Ireland,IRL,18,8,0,-,0,-,0
2012,Türkiye,TUR,Ireland,IRL,13,7,0,-,0,-,0
2013,Türkiye,TUR,Ireland,IRL,15,7,0,-,0,-,0
2014,Türkiye,TUR,Ireland,IRL,13,5,0,-,0,-,0
2015,Türkiye,TUR,Ireland,IRL,13,0,0,-,0,-,0
2016,Türkiye,TUR,Ireland,IRL,13,0,0,-,0,-,0
2017,Türkiye,TUR,Ireland,IRL,14,5,0,-,0,-,0
2018,Türkiye,TUR,Ireland,IRL,6,12,0,-,0,-,0
2019,Türkiye,TUR,Ireland,IRL,8,12,0,-,0,-,0
2020,Türkiye,TUR,Ireland,IRL,16,15,0,-,0,-,0
2021,Türkiye,TUR,Ireland,IRL,20,27,0,-,0,-,0
2022,Türkiye,TUR,Ireland,IRL,31,45,0,-,0,0,0
2001,Uganda,UGA,Ireland,IRL,5,0,0,-,0,-,0
2002,Uganda,UGA,Ireland,IRL,18,0,0,-,0,-,0
2003,Uganda,UGA,Ireland,IRL,21,32,0,-,0,-,0
2004,Uganda,UGA,Ireland,IRL,24,33,0,-,0,-,0
2005,Uganda,UGA,Ireland,IRL,40,0,0,-,0,-,0
2006,Uganda,UGA,Ireland,IRL,48,21,0,-,0,-,0
2007,Uganda,UGA,Ireland,IRL,63,36,0,-,0,-,0
2008,Uganda,UGA,Ireland,IRL,76,56,0,-,0,-,0
2009,Uganda,UGA,Ireland,IRL,81,51,0,-,0,-,0
2010,Uganda,UGA,Ireland,IRL,87,68,0,-,0,-,0
2011,Uganda,UGA,Ireland,IRL,87,54,0,-,0,-,0
2012,Uganda,UGA,Ireland,IRL,73,55,0,-,0,-,0
2013,Uganda,UGA,Ireland,IRL,34,45,0,-,0,-,0
2014,Uganda,UGA,Ireland,IRL,29,36,0,-,0,-,0
